"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","minuslog10padj","diffexpressed"
"GOBP_MACROPHAGE_DIFFERENTIATION","GOBP_MACROPHAGE_DIFFERENTIATION","7/237","54/11652",0.12962962962963,6.37318330989217,5.70236222418048,0.000103407867909108,0.00348471518873357,0.0029590771949908,"12977/16878/56419/12262/12978/77125/17082",7,2.45783271168822,"down"
"GOBP_MEIOTIC_CELL_CYCLE","GOBP_MEIOTIC_CELL_CYCLE","14/237","211/11652",0.0663507109004739,3.26210330553723,4.77792672911664,0.0001039256002531,0.00348471518873357,0.0029590771949908,"16878/17215/17219/17216/13614/66977/19361/17218/76464/14087/18005/18817/60530/26909",14,2.45783271168822,"down"
"GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE","GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE","6/237","38/11652",0.157894736842105,7.76282478347768,6.01654042709109,0.000106356375946997,0.00352273069600054,0.00299135840436291,"140474/14727/14728/11687/77125/17082",6,2.45312055628267,"down"
"GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION","19/237","354/11652",0.0536723163841808,2.6387756561539,4.5116787233183,0.000112479853848213,0.00368066606086442,0.00312547063768466,"16590/12266/12654/13386/18787/77777/21926/12522/12978/16792/12189/16182/12796/13058/16149/56807/77125/19204/17082",19,2.43407358339623,"down"
"GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE","GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE","22/237","453/11652",0.0485651214128035,2.38768267806745,4.34077686821501,0.000140119847222492,0.00453054172686057,0.0038471501912842,"12534/208628/52276/13614/268697/66977/76464/12236/21926/77011/108000/12235/218977/18817/12189/68612/71007/67849/27375/67629/20877/24108",22,2.34384986533378,"down"
"GOBP_OSTEOCLAST_DIFFERENTIATION","GOBP_OSTEOCLAST_DIFFERENTIATION","9/237","96/11652",0.09375,4.60917721518987,5.11632204472324,0.000142605443486633,0.00455666334717288,0.00386933159974258,"12977/26365/13386/21926/12978/20308/14727/14728/12349",9,2.34135305653187,"down"
"GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY","GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY","12/237","166/11652",0.072289156626506,3.55406435870063,4.77550485496651,0.000145823512219821,0.00460530999057015,0.00391064033382652,"26365/140474/16590/12266/77777/21926/16182/13421/14727/14728/100504404/19204",12,2.33674113144694,"down"
"GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","16/237","275/11652",0.0581818181818182,2.8604833141542,4.49879354648345,0.000158016813114178,0.00482217600469783,0.00409479405716338,"26365/140474/16590/12266/77777/21926/16792/16182/11801/13421/14727/14728/100504404/16149/77125/19204",16,2.31675694234635,"down"
"GOBP_MEIOTIC_CELL_CYCLE_PROCESS","GOBP_MEIOTIC_CELL_CYCLE_PROCESS","12/237","169/11652",0.0710059171597633,3.49097445884203,4.70005305815372,0.000172632968480151,0.00520967935991213,0.00442384601099429,"16878/17215/17219/17216/13614/66977/19361/17218/76464/14087/18817/60530",12,2.28318900539645,"down"
"GOBP_GLIAL_CELL_ACTIVATION","GOBP_GLIAL_CELL_ACTIVATION","6/237","42/11652",0.142857142857143,7.02350813743219,5.63476557856929,0.000188833155996031,0.0056359434251123,0.00478581196977794,"217166/21926/12978/16534/12259/77125",6,2.24903337508803,"down"
"GOBP_MACROPHAGE_ACTIVATION","GOBP_MACROPHAGE_ACTIVATION","8/237","80/11652",0.1,4.91645569620253,5.06467772154718,0.000213760228607716,0.00620784288674661,0.00527144553323844,"217166/77777/21926/12978/16534/12259/77125/17082",8,2.20705928309691,"down"
"GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION","GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION","12/237","173/11652",0.069364161849711,3.41025828638326,4.60206156749415,0.000214851705211407,0.00620784288674661,0.00527144553323844,"12977/26365/16878/13386/21926/12262/12978/20308/14727/14728/12349/16149",12,2.20705928309691,"down"
"GOBP_NEUROINFLAMMATORY_RESPONSE","GOBP_NEUROINFLAMMATORY_RESPONSE","7/237","61/11652",0.114754098360656,5.64183440547832,5.23735393448553,0.000225787519732524,0.00638790524576598,0.00542434710234604,"217166/21926/12978/16534/12259/432530/77125",7,2.19464153454141,"down"
"GOBP_TYPE_II_INTERFERON_PRODUCTION","GOBP_TYPE_II_INTERFERON_PRODUCTION","8/237","81/11652",0.0987654320987654,4.8557587122988,5.0174693410834,0.000233091174294472,0.00652655288024523,0.00554208098620932,"77777/21926/16792/16182/14727/14728/77125/17082",8,2.1853161388428,"down"
"GOBP_MONONUCLEAR_CELL_DIFFERENTIATION","GOBP_MONONUCLEAR_CELL_DIFFERENTIATION","20/237","410/11652",0.0487804878048781,2.39827107131831,4.15316635174668,0.00026741188705539,0.0072629068524244,0.006167362574088,"12977/16878/16590/56419/14961/12522/12262/12978/14087/16792/14960/16182/14727/24108/14728/100504404/28240/16149/77125/17082",20,2.13888952567717,"down"
"GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS","GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS","9/237","105/11652",0.0857142857142857,4.21410488245931,4.76692070093658,0.000282184022628639,0.00758823569761765,0.00644361848441217,"26934/404710/71819/12615/52276/74107/12704/18817/20877",9,2.11985918798567,"down"
"GOBP_CHEMOKINE_PRODUCTION","GOBP_CHEMOKINE_PRODUCTION","8/237","84/11652",0.0952380952380952,4.68233875828812,4.8803622412636,0.000299854267140518,0.00790683679178299,0.00671416146453629,"21926/12978/16534/14727/14728/16149/77125/17082",8,2.10199722555808,"down"
"GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION","8/237","84/11652",0.0952380952380952,4.68233875828812,4.8803622412636,0.000299854267140518,0.00790683679178299,0.00671416146453629,"12977/16878/13386/21926/12978/20308/12349/16149",8,2.10199722555808,"down"
"GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT","GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT","6/237","46/11652",0.130434782608696,6.41276829939461,5.29998799516258,0.00031507954160288,0.00815005747612784,0.00692069449275099,"52276/268697/19361/76464/12189/20877",6,2.08883932850209,"down"
"GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION","GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION","7/237","68/11652",0.102941176470588,5.06105733432614,4.83929524385832,0.000444808526756473,0.0113487163448346,0.00963686439482703,"26365/16792/14960/14727/14728/77125/14419",7,1.94505325881292,"down"
"GOBP_SISTER_CHROMATID_COHESION","GOBP_SISTER_CHROMATID_COHESION","6/237","49/11652",0.122448979591837,6.02014983208473,5.07396409237837,0.000447095967929789,0.0113487163448346,0.00963686439482703,"110033/12236/12235/71988/72107/67849",6,1.94505325881292,"down"
"GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION","GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION","15/237","277/11652",0.0541516245487365,2.66234062971256,4.03461424735719,0.000542351927117345,0.0135140168261533,0.0114755487427726,"14219/77777/14961/21926/12522/12978/171284/16534/14960/14727/14728/100504404/16149/77125/17082",15,1.86921554467544,"down"
"GOBP_LEUKOCYTE_PROLIFERATION","GOBP_LEUKOCYTE_PROLIFERATION","14/237","250/11652",0.056,2.75321518987342,4.03768586006016,0.00059489457326432,0.014556159107981,0.0123604932197451,"12977/26365/16590/12978/16792/20556/14960/14727/14728/21948/16149/77125/14962/14419",14,1.83695320594782,"down"
"GOBP_SPINDLE_ASSEMBLY","GOBP_SPINDLE_ASSEMBLY","9/237","117/11652",0.0769230769230769,3.78188899707887,4.35754363265342,0.000628359324069045,0.0151028665855887,0.0128247347837473,"26934/71819/16551/52276/72119/100502766/18005/18817/20877",9,1.82094061402153,"down"
"GOBP_MYELOID_CELL_DIFFERENTIATION","GOBP_MYELOID_CELL_DIFFERENTIATION","18/237","377/11652",0.0477453580901857,2.34737937749723,3.83195245532124,0.000697003029203159,0.0166057914676823,0.0141009569435284,"12977/26365/16878/16590/26934/13386/56419/21926/12262/12978/20308/14727/24108/14728/12349/16149/77125/17082",18,1.77974042016464,"down"
"GOBP_DNA_REPLICATION","GOBP_DNA_REPLICATION","14/237","255/11652",0.0549019607843137,2.69923057830727,3.95316504967114,0.000723014591949652,0.0170757185368283,0.0144999997342031,"68026/12534/17215/17219/101612/12428/17216/18973/19361/17218/77011/71988/72107/12189",14,1.76762101238939,"down"
"GOBP_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT","GOBP_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT","7/237","74/11652",0.0945945945945946,4.65070133424564,4.53934517461218,0.000744864853690016,0.0173742132155981,0.01475346917114,"12266/56636/13614/18260/24014/21926/11636",7,1.76009485314711,"down"
"GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION","GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION","10/237","145/11652",0.0689655172413793,3.39065910082933,4.17386513885864,0.000751074662189487,0.0173742132155981,0.01475346917114,"12534/12428/268697/12704/77011/108000/18817/12189/71007/20877",10,1.76009485314711,"down"
"GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY","GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY","9/237","120/11652",0.075,3.6873417721519,4.26362524748018,0.000754844314963392,0.0173742132155981,0.01475346917114,"26365/140474/12266/77777/21926/16182/14727/14728/100504404",9,1.76009485314711,"down"
"GOBP_LEUKOCYTE_CHEMOTAXIS","GOBP_LEUKOCYTE_CHEMOTAXIS","10/237","146/11652",0.0684931506849315,3.3674354083579,4.14772732790528,0.000792211629286178,0.0180810654213551,0.0153536990691377,"12977/20310/16590/18787/13614/12978/20308/28240/16149/20201",10,1.74277598243462,"down"
"GOBP_T_CELL_MEDIATED_IMMUNITY","GOBP_T_CELL_MEDIATED_IMMUNITY","8/237","98/11652",0.0816326530612245,4.01343322138982,4.31644532559201,0.000848663644422424,0.0192080871520942,0.0163107196923643,"140474/77777/20556/16182/14727/14728/21948/100504404",8,1.71651588243938,"down"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION","7/237","77/11652",0.0909090909090909,4.46950517836594,4.40119102828392,0.000945459830120575,0.0205429511888599,0.0174442314761615,"17476/77777/14961/13040/14960/100504404/16149",7,1.68733716575484,"down"
"GOBP_REGULATION_OF_CELL_ACTIVATION","GOBP_REGULATION_OF_CELL_ACTIVATION","20/237","457/11652",0.0437636761487965,2.15162174888513,3.61887619222053,0.00105255392118829,0.0226883845233921,0.0192660454580079,"26365/14219/217166/77777/14961/21926/12522/12978/14087/171284/16792/16534/14960/14727/14728/100504404/16149/77125/17082/14419",20,1.64419642599931,"down"
"GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY","GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY","7/237","79/11652",0.0886075949367089,4.35635314853389,4.31296600899742,0.00110125655222519,0.0228321587468977,0.0193881326309794,"18787/13614/224997/21926/72978/14727/14728",7,1.64145302466644,"down"
"GOBP_LEUKOCYTE_MIGRATION","GOBP_LEUKOCYTE_MIGRATION","14/237","267/11652",0.052434456928839,2.57791684445077,3.75829651936853,0.00112882853047015,0.0232265021875525,0.0197229929047855,"12977/20310/16590/18787/13614/21926/12978/16534/20308/28240/16149/20201/77125/19204",14,1.63401618817749,"down"
"GOBP_GRANULOCYTE_CHEMOTAXIS","GOBP_GRANULOCYTE_CHEMOTAXIS","7/237","80/11652",0.0875,4.30189873417721,4.26994564856362,0.00118635893942138,0.0242266983418681,0.0205723184509081,"12977/20310/13614/12978/20308/16149/20201",7,1.61570576826489,"down"
"GOBP_CELL_KILLING","GOBP_CELL_KILLING","9/237","129/11652",0.0697674418604651,3.43008536944363,3.99900015675433,0.0012638010092094,0.0254258040075018,0.0215905497947587,"26365/140474/12266/77777/17105/12796/11801/13421/100504404",9,1.5947253050522,"down"
"GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","11/237","184/11652",0.0597826086956522,2.93918547055586,3.82034192153982,0.00134934961660128,0.0267506099174385,0.0227155206298379,"16590/12266/77777/21926/16792/16182/14728/100504404/16149/77125/19204",11,1.57266631155833,"down"
"GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","12/237","213/11652",0.0563380281690141,2.76983419504368,3.75617804433951,0.0013777062657133,0.0271148566498357,0.023024824013561,"16590/18826/21926/20556/16182/13421/14728/26909/100504404/16149/77125/19204",12,1.56679268723995,"down"
"GOBP_SODIUM_ION_TRANSPORT","GOBP_SODIUM_ION_TRANSPORT","10/237","158/11652",0.0632911392405063,3.11168082038135,3.85069426989498,0.00144782147841149,0.0282898067292489,0.0240225434244572,"20271/13614/338370/110935/229706/20537/67149/56774/28240/69354",10,1.54837001955282,"down"
"GOBP_REGULATION_OF_HEMOPOIESIS","GOBP_REGULATION_OF_HEMOPOIESIS","16/237","339/11652",0.0471976401179941,2.32045106605429,3.55509395847531,0.00154672868588942,0.0295839092315187,0.0251214421852017,"12977/26365/16878/13386/21926/12522/12262/12978/14087/14960/20308/14727/14728/100504404/12349/16149",16,1.52894443867243,"down"
"GOBP_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT","GOBP_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT","8/237","108/11652",0.0740740740740741,3.6418190342241,3.97424466447172,0.00159638052218475,0.0296970513579026,0.0252175178378283,"12266/56636/13614/18260/24014/21926/11636/20537",8,1.52728666996106,"down"
"GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION","GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION","11/237","189/11652",0.0582010582010582,2.86142924117608,3.71745828691027,0.00167248351888804,0.0309011240632647,0.026239966988068,"12977/26365/16590/12978/16792/14960/14727/14728/16149/77125/14419",11,1.51002572233587,"down"
"GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE","GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE","9/237","135/11652",0.0666666666666667,3.27763713080169,3.83530186169947,0.00173572653947262,0.0312814797512016,0.0265629494360448,"26365/140474/100340/20877/14727/14728/11687/77125/17082",9,1.50471271109233,"down"
"GOBP_CYTOKINESIS","GOBP_CYTOKINESIS","10/237","162/11652",0.0617283950617284,3.03484919518675,3.75792006438847,0.00174549851887745,0.0312814797512016,0.0265629494360448,"26934/404710/71819/12615/52276/74107/56419/12704/18817/20877",10,1.50471271109233,"down"
"GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS","GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS","17/237","376/11652",0.0452127659574468,2.22286560732561,3.47306519564428,0.00176217466934236,0.0312814797512016,0.0265629494360448,"26365/140474/217166/100340/21926/12262/16792/14960/20877/83490/14727/14728/11687/16149/77125/17082/14419",17,1.50471271109233,"down"
"GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME","GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME","8/237","110/11652",0.0727272727272727,3.57560414269275,3.91068412833202,0.00179474507635468,0.0316527768011643,0.0268782396602399,"12534/208628/12615/76464/12236/18817/71988/20877",8,1.4995881846506,"down"
"GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","6/237","64/11652",0.09375,4.60917721518987,4.17168748897834,0.00186113014305541,0.0326118030228289,0.027692605388349,"13614/110935/11685/13107/11687/16149",6,1.4866251895038,"down"
"GOBP_ACTIVATION_OF_IMMUNE_RESPONSE","GOBP_ACTIVATION_OF_IMMUNE_RESPONSE","17/237","380/11652",0.0447368421052632,2.19946702198534,3.42529070865578,0.00197069064840135,0.0338415867357143,0.02873688727151,"12266/217166/100340/12268/21926/12262/12260/16792/16534/12259/20877/11801/83490/14727/14728/20201/14962",17,1.47054928232304,"down"
"GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE","GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE","17/237","380/11652",0.0447368421052632,2.19946702198534,3.42529070865578,0.00197069064840135,0.0338415867357143,0.02873688727151,"26365/16878/16590/12266/404710/12654/56636/14219/13614/21926/12978/16792/16534/268934/11687/16149/29820",17,1.47054928232304,"down"
"GOBP_ICOSANOID_METABOLIC_PROCESS","GOBP_ICOSANOID_METABOLIC_PROCESS","6/237","65/11652",0.0923076923076923,4.53826679649465,4.12173027304466,0.00201619358834235,0.0338415867357143,0.02873688727151,"13614/110935/11685/13107/11687/16149",6,1.47054928232304,"down"
"GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","6/237","65/11652",0.0923076923076923,4.53826679649465,4.12173027304466,0.00201619358834235,0.0338415867357143,0.02873688727151,"16590/21926/13421/14728/77125/19204",6,1.47054928232304,"down"
"GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION","GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION","16/237","349/11652",0.0458452722063037,2.25396249682638,3.42703242723432,0.00207943389431883,0.0342287421634543,0.0290656437796017,"16878/208628/17216/52276/268697/72119/56419/100502766/66977/76464/243725/12236/12235/18817/67629/20877",16,1.46560906000638,"down"
"GOBP_ANATOMICAL_STRUCTURE_HOMEOSTASIS","GOBP_ANATOMICAL_STRUCTURE_HOMEOSTASIS","12/237","224/11652",0.0535714285714286,2.63381555153707,3.5576214514797,0.00210650978455548,0.0344655456316427,0.029266727571091,"12839/12977/26365/140474/14219/13386/18260/13040/12978/20510/27375/12349",12,1.46261484170379,"down"
"GOBP_DNA_TEMPLATED_DNA_REPLICATION","GOBP_DNA_TEMPLATED_DNA_REPLICATION","9/237","142/11652",0.0633802816901408,3.11606346942414,3.65555242366448,0.00245460985701398,0.0396499505635325,0.0336691115745677,"17215/17219/17216/18973/19361/17218/77011/72107/12189",9,1.40175734983436,"down"
"GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE","GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE","16/237","355/11652",0.0450704225352113,2.21586735603494,3.3522517558359,0.00246717291798122,0.0396499505635325,0.0336691115745677,"12266/217166/18787/100340/77777/21926/13040/18619/12978/16534/20877/83490/16149/20201/77125/17082",16,1.40175734983436,"down"
"GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION","GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION","12/237","230/11652",0.0521739130434783,2.56510731975784,3.45425805413297,0.00262139005585916,0.0416356455655759,0.0353552823169432,"26365/14961/21926/12522/14960/70417/14727/14728/100504404/11687/16149/19204",12,1.38053469716652,"down"
"GOBP_REGULATION_OF_CELL_KILLING","GOBP_REGULATION_OF_CELL_KILLING","6/237","69/11652",0.0869565217391304,4.27517886626307,3.9315776393496,0.00273589807547321,0.0427051676608348,0.0362634766083594,"26365/140474/77777/11801/13421/100504404",6,1.36951956875036,"down"
"GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY","GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY","6/237","69/11652",0.0869565217391304,4.27517886626307,3.9315776393496,0.00273589807547321,0.0427051676608348,0.0362634766083594,"140474/77777/16182/14727/14728/100504404",6,1.36951956875036,"down"
"GOBP_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE","GOBP_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE","7/237","94/11652",0.074468085106383,3.66119041206571,3.73264208210233,0.00300910670289417,0.0463055558629443,0.0393207785813933,"16590/21926/16792/16182/14727/14728/16149",7,1.33436689805632,"down"
"GOBP_HUMORAL_IMMUNE_RESPONSE","GOBP_HUMORAL_IMMUNE_RESPONSE","4/60","113/11652",0.0353982300884956,6.87433628318584,4.51431624457357,0.00269312145638393,0.229861755500364,0.228153529077527,"57266/14061/11537/57349",4,0.638533280826484,"up"
"GOBP_CELL_KILLING","GOBP_CELL_KILLING","3/60","129/11652",0.0232558139534884,4.51627906976744,2.88917234977152,0.0287065675539809,0.480407591681724,0.476837424299787,"57266/14061/57349",3,0.31839013823951,"up"
"GOBP_LEUKOCYTE_CHEMOTAXIS","GOBP_LEUKOCYTE_CHEMOTAXIS","3/60","146/11652",0.0205479452054795,3.99041095890411,2.61591217235043,0.0392672010358782,0.480407591681724,0.476837424299787,"57266/14205/57349",3,0.31839013823951,"up"
"GOBP_NON_MEMBRANE_BOUNDED_ORGANELLE_ASSEMBLY","GOBP_NON_MEMBRANE_BOUNDED_ORGANELLE_ASSEMBLY","4/60","373/11652",0.0107238605898123,2.08257372654155,1.52881396261511,0.125286857231146,0.480407591681724,0.476837424299787,"16669/76123/11472/59006",4,0.31839013823951,"up"
"GOBP_ACTIVATION_OF_IMMUNE_RESPONSE","GOBP_ACTIVATION_OF_IMMUNE_RESPONSE","4/60","380/11652",0.0105263157894737,2.04421052631579,1.48887218046511,0.131574664997163,0.480407591681724,0.476837424299787,"240754/11537/639774/242122",4,0.31839013823951,"up"
"GOBP_LEUKOCYTE_MIGRATION","GOBP_LEUKOCYTE_MIGRATION","3/60","267/11652",0.0112359550561798,2.18202247191011,1.40570078211462,0.158304645620649,0.487361282580506,0.483739438578839,"57266/14205/57349",3,0.31214897541705,"up"
"GOBP_COMPLEMENT_ACTIVATION","GOBP_COMPLEMENT_ACTIVATION","1/60","34/11652",0.0294117647058824,5.71176470588235,1.97940839225861,0.161196865224887,0.487361282580506,0.483739438578839,"11537",1,0.31214897541705,"up"
"GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION","3/60","354/11652",0.00847457627118644,1.64576271186441,0.887670628250437,0.274599529347022,0.550263397955079,0.546174094478471,"81799/14205/242122",3,0.259429374331867,"up"
"GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION","GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION","1/60","68/11652",0.0147058823529412,2.85588235294118,1.10421505538298,0.29677260272783,0.563051139854269,0.558866803784905,"242122",1,0.249452157994358,"up"
"GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE","GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE","3/60","380/11652",0.00789473684210526,1.53315789473684,0.760195321981429,0.311342279048249,0.567313787588721,0.563097773489773,"16012/269016/81799",3,0.246176661524426,"up"
"GOBP_GRANULOCYTE_CHEMOTAXIS","GOBP_GRANULOCYTE_CHEMOTAXIS","1/60","80/11652",0.0125,2.4275,0.921711355451036,0.339277190638669,0.577945000198326,0.573649979836473,"57349",1,0.238113488996237,"up"
"GOBP_TYPE_II_INTERFERON_PRODUCTION","GOBP_TYPE_II_INTERFERON_PRODUCTION","1/60","81/11652",0.0123456790123457,2.39753086419753,0.908022292215083,0.342702991585928,0.579958908837724,0.575648922036833,"242122",1,0.236602775915021,"up"
"GOBP_CHEMOKINE_PRODUCTION","GOBP_CHEMOKINE_PRODUCTION","1/60","84/11652",0.0119047619047619,2.31190476190476,0.868142168029337,0.352875936247715,0.581842190416132,0.5775182079362,"81799",1,0.235194790478818,"up"
"GOBP_ADAPTIVE_IMMUNE_RESPONSE","GOBP_ADAPTIVE_IMMUNE_RESPONSE","2/60","292/11652",0.00684931506849315,1.33013698630137,0.411030910027412,0.445933520324615,0.628936037725383,0.624262075518934,"240754/242122",2,0.201393519698438,"up"
"GOBP_SPINDLE_ASSEMBLY","GOBP_SPINDLE_ASSEMBLY","1/60","117/11652",0.00854700854700855,1.65982905982906,0.516052171810739,0.455050921161953,0.634127563991185,0.629415020758836,"76123",1,0.197823368672218,"up"
"GOBP_MITOTIC_SPINDLE_ORGANIZATION","GOBP_MITOTIC_SPINDLE_ORGANIZATION","1/60","119/11652",0.00840336134453781,1.63193277310924,0.498484035338544,0.460705592545674,0.638565124252315,0.633819603121253,"76123",1,0.194794804491186,"up"
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS","GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS","1/60","146/11652",0.00684931506849315,1.33013698630137,0.288792869233373,0.531625082956091,0.67780559281948,0.672768454646231,"76123",1,0.168894851962763,"up"
"GOBP_SODIUM_ION_TRANSPORT","GOBP_SODIUM_ION_TRANSPORT","1/60","158/11652",0.00632911392405063,1.22911392405063,0.208603922639024,0.56012120740941,0.696612353290166,0.69143545195756,"381290",1,0.157008828301293,"up"
"GOBP_CHROMOSOME_SEGREGATION","GOBP_CHROMOSOME_SEGREGATION","2/60","363/11652",0.00550964187327824,1.06997245179063,0.0974385264749954,0.562037529789619,0.69728970944979,0.692107774318991,"76123/13404",2,0.156586744033787,"up"
"GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS","GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS","2/60","376/11652",0.00531914893617021,1.03297872340426,0.0467657893584947,0.581387346911485,0.708073635696673,0.702811559405738,"240754/242122",2,0.149921575765273,"up"
"GOBP_MEIOTIC_CELL_CYCLE_PROCESS","GOBP_MEIOTIC_CELL_CYCLE_PROCESS","1/60","169/11652",0.00591715976331361,1.1491124260355,0.14047775114165,0.584740995544628,0.709650457034208,0.704376662535227,"13404",1,0.148955513198197,"up"
"GOBP_SPINDLE_ORGANIZATION","GOBP_SPINDLE_ORGANIZATION","1/60","178/11652",0.00561797752808989,1.09101123595506,0.088028972100948,0.603872301193704,0.719359400269919,0.714013453388141,"76123",1,0.143054076854319,"up"
"GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION","GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION","1/60","189/11652",0.00529100529100529,1.02751322751323,0.0274347707456483,0.626081019919619,0.73481018682961,0.729349416836883,"242122",1,0.133824831607898,"up"
"GOBP_MONONUCLEAR_CELL_DIFFERENTIATION","GOBP_MONONUCLEAR_CELL_DIFFERENTIATION","2/60","410/11652",0.0048780487804878,0.947317073170732,-0.0781300446321018,0.629071382251876,0.736647575592797,0.731173150975239,"21949/69656",2,0.132740236132477,"up"
"GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION","GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION","1/60","207/11652",0.00483091787439614,0.938164251207729,-0.0645795387049201,0.659809678968139,0.747254335216929,0.741701086059763,"69656",1,0.126531556709788,"up"
"GOBP_MEIOTIC_CELL_CYCLE","GOBP_MEIOTIC_CELL_CYCLE","1/60","211/11652",0.004739336492891,0.920379146919431,-0.0839680565224097,0.666888439699549,0.752797649180496,0.747203204673708,"13404",1,0.123321745783686,"up"
